nct_id,brief_title,official_title,overall_status,start_date,study_type,phases,enrollment_count,enrollment_type,sponsor_name,sponsor_class,collaborator_count,conditions,intervention_types,intervention_names,allocation,intervention_model,masking,primary_purpose,sex,minimum_age,maximum_age,healthy_volunteers,eligibility_criteria,location_count,countries,brief_summary,primary_outcome_measures,search_query_source
NCT07076030,Pharmacokinetics of Petrelintide Following Administration to Participants With Impaired Renal Function,Pharmacokinetics of Petrelintide Following Administration to Participants With Impaired Renal Function,COMPLETED,2025-04-15,INTERVENTIONAL,PHASE1,39.0,ACTUAL,Zealand Pharma,INDUSTRY,1,Renal Impairment,DRUG,Petrelintide,NON_RANDOMIZED,PARALLEL,DOUBLE,TREATMENT,ALL,18 Years,65 Years,True,"Inclusion Criteria:

1. Age: 18 to 65 years (both inclusive) at screening.
2. BMI (Body Mass Index): 21.0 to 40.0 kg/m2, inclusive, at screening.
3. Sex: Male and female participants.
4. Participants with mild, moderate, or severe renal impairment and participants with normal renal function.
5. For participants with renal impairment: stable renal impairment for 3 months prior to screening.
6. For participants with Type 2 diabetes mellitus and renal impairment:

   1. HbA1c (hemoglobin A1c) ≤11% at screening.
   2. On a stable diet and exercise regimen or stable metformin and/or SGLT2i (Sodium-Glucose Cotransporter 2 inhibitors) treatment for at least 3 months prior to screening.

Exclusion Criteria:

1. Exposure to amylin analogs, including petrelintide (ZP8396) within the last 3 months.
2. Clinically significant acute illness within 4 weeks prior to Day 1, as judged by the Investigator to potentially interfere with the study conduct and/or results.
3. Impaired liver function, defined as alanine aminotransferase (ALT) \>1.2 times upper normal limit, or bilirubin \>1.2 times upper normal limit, measured at screening.
4. Presence or history of acute or chronic pancreatitis.
5. Known clinically significant gastric emptying abnormality (for example, severe gastroparesis, gastric outlet obstruction, gastric bypass operations, or sleeve gastrectomies) or chronic treatment that affects gastrointestinal motility.
6. Any disorder, unwillingness, or inability, not covered by any of the other exclusions criteria, which in the Investigator´s opinion, might jeopardize the participant´s safety or compliance with the protocol.
7. Participants with Type 1 diabetes mellitus as declared by the participant.
8. A history of additional risk factors for torsades de pointes (e.g., heart failure, hypokalemia, family history of Long QT Syndrome).
9. Presence or history of clinically significant arrhythmias or clinically significant conduction disorders.
10. A marked baseline prolongation of QT/QTc (e.g. repeated demonstration of a QTc interval \>450 ms.
11. Smoking of more than 10 cigarettes (or equivalent nicotine consumption) per day.

    Tobacco that contains menthol must not be consumed within 7 days prior to study drug administration.
12. Presence or history of following cardiovascular diseases:

    1. Decompensated heart failure (New York Heart Association (NYHA) class III and IV).
    2. Unstable angina pectoris.
    3. Myocardial infarction within the last 12 months.",1,Germany,"This clinical research study is testing the study compound petrelintide that is being developed for the weight management in people with obesity or overweight with comorbidities or related diseases.

The aim of this clinical research study is to investigate whether the effects of petrelintide will be different in people with normal kidney function compared to people with impaired kidney function.",AUCo-inf of petrelintide,kidney disease
NCT02681172,Impact of FBB PET Amyloid Imaging in Change of Diagnosis in Patients With AD,Multicenter Study to Explore the Impact of Florbetaben (FBB) in Change of Diagnosis in Patients Who Are Evaluated for AD and in Whom Lumbar Puncture is Contraindicated or CSF Results Are Ambiguous,COMPLETED,2015-10,INTERVENTIONAL,PHASE4,218.0,ACTUAL,Piramal Imaging Limited,INDUSTRY,0,Alzheimer's Disease (AD),DRUG|PROCEDURE,Neuraceq (florbetaben 18F)|PET,NA,SINGLE_GROUP,NONE,HEALTH_SERVICES_RESEARCH,ALL,18 Years,90 Years,False,"Inclusion Criteria:

* Patients being evaluated for Alzheimer disease and related dementias according to the HAS recommendations (atypical dementia, early onset and rapid progressive dementia)
* Patients who have previously been evaluated for AD and related dementias to whom a CSF examination was recommended in the last 12 months, but lumbar puncture was contraindicated or refused or CSF results were ambiguous, or
* Patients currently being evaluated for AD and related dementias to whom a CSF examination is recommended but lumbar puncture is contraindicated or refused
* Patients have a study partner who is willing and able to accompany him/her to all clinic visits for the duration of the protocol
* Patients able to complete all clinical visits according to the protocol
* Patients able to tolerate a 20-minute FBB PET scan
* Patient or legal representative to provide informed consent for study participation, visits and data source verification.

Exclusion Criteria:

* The subject had a previous beta amyloid imaging scan
* Any significant systemic illness or unstable medical condition which could lead to difficulty complying with the protocol
* Is currently receiving any investigational pharmaceutical product or has participated in a clinical trial with an investigational pharmaceutical product within 30 days prior to screening and/or was administered a radiopharmaceutical within 10 radioactive half-lives prior to study drug administration in this study
* For females of childbearing age, a positive pregnancy test",1,France,"This phase 4 study will explore, in the context of the present French clinical practice, the impact of florbetaben 18F (FBB) in patients evaluated for AD who require a biomarker for etiologic determination of the cognitive and functional impairment, but in whom:

1. lumbar puncture was not feasible for medical conditions
2. results of cerebrospinal fluid (CSF) analysis were considered ambiguous by treating physicians
3. lumbar puncture (LP) was refused by the patient",Number of Participants With a Change of Diagnosis Comparing Pre- and Post-scan Outcomes,alzheimer
NCT01491932,"Open-label, Long-term Safety Extension Study of AFQ056 in Parkinson's Patients With L-dopa Induced Dyskinesias","An Open-label Treatment Study to Evaluate the Safety, Tolerability and Efficacy of AFQ056 in Parkinson's Patients With L-dopa Induced Dyskinesias",COMPLETED,2012-03,INTERVENTIONAL,PHASE2,129.0,ACTUAL,Novartis Pharmaceuticals,INDUSTRY,0,Dyskinesias|Parkinson Disease|Movement Disorders|Parkinsonian Disorders|Anti-Dyskinesia Agents,DRUG,AFQ056,NON_RANDOMIZED,SINGLE_GROUP,NONE,TREATMENT,ALL,,,False,"Inclusion Criteria:

* Patients who have completed a previous AFQ056A study or are eligible as defined in the core study protocol
* Outpatients
* Patients who have a primary caregiver willing and able to assess the condition of the patient throughout the study in accordance with protocol requirements

Exclusion Criteria:

* Atypical or secondary form of Parkinson's disease
* History of surgical treatment for PD including deep brain stimulation
* Advanced, severe, or unstable disease (other than PD)
* History of malignancy
* Evidence of dementia
* Untreated/ineffectively treated mental disorders
* Treatment with certain prohibited medications
* Abnormal lab values or heart abnormalities
* Pregnant or nursing women",32,Austria|Canada|France|Germany|Hungary|Italy|Slovakia|Spain|Switzerland|United States,"This study is to evaluate long-term safety, tolerability and efficacy for AFQ056 in patients who have completed an AFQ056A study in Parkinson's disease L-dopa induced dyskinesias (PD-LID).","Incidence rate of adverse events including serious adverse events|Severity of adverse events including serious adverse events|Change in vital signs from baseline to Weeks 1, 2, 4, 8, 12, Months 6, 9, 12, every 6 months thereafter.|Changes in hematology/blood chemistry and urinalysis laboratory evaluations from baseline to Weeks 4, 8, 12, Months 6, 9, 12, every 6 months thereafter|Change in ECGs from baseline to Weeks 4, 8, 12, Months 6, 9, 12, every 6 months thereafter|Change in Unified Parkinson's Disease Rating Scale (UPDRS) part III scores from baseline to Weeks 4, 8, 12, Months 6, 9, 12, every 6 months thereafter|Incidence of AEs related to an exacerbation of the underlying movement disorder Parkinson's disease",parkinson
NCT04922645,Auryxia (Ferric Citrate) Therapy for In-Center and Home Dialysis Participants,"A Multicenter, Randomized, Open-label, Active-controlled Study to Assess the Impact of Auryxia (Ferric Citrate) on Erythropoiesis-Stimulating Agent (ESA) Use, Intravenous (IV) Iron Use, Phosphate Control, and Anemia Control in Adult Participants on In-Center Hemodialysis or Home Dialysis",COMPLETED,2021-06-29,INTERVENTIONAL,PHASE4,214.0,ACTUAL,USRC Kidney Research,NETWORK,1,"Hyperphosphatemia|Anemia, Iron Deficiency|Renal Insufficiency",DRUG,Ferric Citrate 1 gram Oral Tablet|Standard of care phosphate-lowering therapy,RANDOMIZED,PARALLEL,NONE,TREATMENT,ALL,18 Years,,False,"Inclusion Criteria:

1. Adult participants greater or equal to 18 years old.
2. Diagnosis of end-stage kidney disease and receiving maintenance dialysis (in-center, home hemodialysis or peritoneal dialysis) for greater or equal to 12 weeks prior to randomization.
3. Most recent transferrin saturation less than or equal to 50 percent
4. Most recent serum phosphate is greater or equal to 3.0 milligrams per deciliter
5. Receiving treatment for greater or equal to 8 weeks prior to screening with non-Auryxia phosphate lowering therapy. No requirement for stable dosing within this time frame.
6. Receiving treatment for greater or equal to 8 weeks prior to screening with erythropoiesis-stimulating agent (any dose, any type). No requirement for stable dosing within this time frame.
7. Understands the procedures and requirements of the study and provides written informed consent and authorization for protected health information disclosure.

Exclusion Criteria:

1. A known allergy or intolerance to Auryxia or any of its constituents.
2. Hypersensitivity reaction to previous oral iron therapy.
3. History of hemochromatosis or other iron overload syndrome.
4. Active malignancy requiring current treatment except for non-melanoma skin cancer regardless of treatment.
5. Active drug or alcohol dependence or abuse (excluding tobacco use or medicinal or recreational marijuana) within the 12 months prior to Screening or evidence of such abuse (in the opinion of the Investigator).
6. Limited life expectancy (less than 6 months), (in the opinion of the Investigator).
7. Scheduled organ transplant and participants on the kidney transplant wait-list who are expected to receive a transplant within 6 months of screening. Being active on transplant list is not an exclusion. Previous kidney transplant is not an exclusion.
8. Unable to comply with study requirements or in the opinion of the Investigator not clinically stable to participate in the study.
9. Females who are known to be pregnant or are breast-feeding during Screening or are planning to become pregnant and breastfeeding during the study period.
10. Evidence of clinically active infection at the time of Screening.
11. Use of an investigational medication or participation in an investigational study within 30 days prior to Screening.",13,United States,"This study is being conducted to demonstrate the effect of Auryxia, when used as the primary phosphate lowering therapy, on the overall cumulative use of erythropoiesis-stimulating agent and intravenous iron as well as on the laboratory parameters indicative of phosphate and anemia management.",Difference in mean dose of erythropoiesis-stimulating agent (standardized Units per month) between Auryxia and standard of care treatment groups|Difference in mean dose of intravenous iron (milligram per month) between Auryxia and standard of care treatment groups.,kidney disease
NCT04582266,PK and Safety of Remdesivir for Treatment of COVID-19 in Pregnant and Non-Pregnant Women in the US,Pharmacokinetics and Safety of Remdesivir for Treatment of COVID-19 in Pregnant and Non-Pregnant Women in the United States,COMPLETED,2021-03-31,OBSERVATIONAL,,54.0,ACTUAL,National Institute of Allergy and Infectious Diseases (NIAID),NIH,1,COVID-19,DRUG,Remdesivir,,,,,FEMALE,,,False,"Inclusion Criteria: Arm 1 (Pregnant Women)

* Of legal age or otherwise able to provide independent informed consent or is unable to provide informed consent (e.g., impaired capacity) and a Legally Authorized Representative (LAR) is willing and able to provide written informed consent on behalf of the participant
* At study entry, viable intra-uterine pregnancy of any gestational age, based on medical records.
* At study entry, hospitalized AND has confirmed or suspected COVID-19, based on medical records.
* At study entry, receiving or expected to receive RDV for COVID-19 clinical care, as prescribed by the clinical care provider and documented in medical records.

Inclusion Criteria - Arm 2 (Non-Pregnant Women)

* Of legal age or otherwise able to provide independent informed consent or is unable to provide informed consent (e.g., impaired capacity) and a Legally Authorized Representative (LAR) is willing and able to provide written informed consent on behalf of the participant
* At study entry, between 18 and 45 years of age, based on medical records and participant report.
* Assigned female at birth and at study entry not taking cross-sex hormone therapy.
* At study entry, not suspected to be pregnant, based on participant report and/or investigator or designee determination.
* At study entry, hospitalized AND has confirmed or suspected COVID-19, based on medical records.
* At study entry, receiving or expected to receive RDV for COVID-19 clinical care, as prescribed by the clinical care provider and documented in medical records.

Exclusion Criteria:

* At study entry, has started or received the 4th RDV infusion.
* At study entry, evidence of post-menopausal status (medical or surgical), based on medical records and/or participant report.
* At study entry, any contraindications to RDV treatment for COVID-19, based on investigator or designee determination.
* Received or administered any disallowed medications within 48 hours prior to study entry.
* At study entry, has any other condition, that, in the opinion of the site investigator or designee, would make participation in the study unsafe, complicate interpretation of study outcome data, or otherwise interfere with achieving study objectives.",10,United States,"IMPAACT 2032 was a Phase IV prospective, open label, non-randomized opportunistic study. The objectives of this study were to describe the pharmacokinetic (PK) properties and safety of remdesivir (RDV) administered intravenously as part of clinical care among hospitalized pregnant and non-pregnant women of childbearing potential with coronavirus disease of 2019 (COVID-19). RDV was provided and managed by the participant's treating physician and was not provided as part of this study.","PK Outcome: Geometric Mean Area Under the Plasma Concentration-time Curve (AUC) of Remdesivir (RDV) in Arm 1|PK Outcome: Geometric Mean Half-life (t1/2) of Remdesivir (RDV) in Arm 1|PK Outcome: Geometric Mean Trough Concentration (Ctrough) of GS-441524 in Arm 1|Safety Outcome: Proportion of Participants With Maternal Renal Adverse Event (AE) of Any Grade in Arm 1|Safety Outcome: Proportion of Participants With Maternal Hepatic Adverse Event (AE) of Any Grade in Arm 1|Safety Outcome: Proportion of Participants With Maternal Hematologic Adverse Event (AE) of Any Grade in Arm 1|Safety Outcome: Proportion of Participants With Maternal Grade 3 or Higher Adverse Event (AE) in Arm 1|Safety Outcome: Proportion of Participants With Serious Adverse Event (AE) in Arm 1|Safety Outcome: Proportion of Participants With Maternal Grade 3 or Higher Adverse Event (AE) Assessed as Related to Remdesivir (RDV) by the Clinical Management Committee (CMC) in Arm 1|Safety Outcome: Proportion of Participants With Pregnancy Loss in Arm 1|Safety Outcome: Proportion of Participants With Congenital Anomalies in Arm 1|Safety Outcome: Proportion of Participants With Preterm Birth, Defined as < 37 Weeks in Arm 1|Safety Outcome: Proportion of Participants With Preterm Birth, Defined as < 34 Weeks in Arm 1|Safety Outcome: Proportion of Participants With Small for Gestational Age, Defined as < 10th Percentile in Arm 1|Safety Outcome: Mean Newborn Birth Weight in Arm 1|Safety Outcome: Mean Newborn Length in Arm 1|Safety Outcome: Mean Newborn Head Circumference in Arm 1",kidney disease
NCT01939509,Hemodynamic Changes of Patients Receiving Atenolol/Bisoprolol,Comparison of the Hemodynamic Changes in Patients Under Treatment With Bisoprolol Versus Atenolol,COMPLETED,2012-02,INTERVENTIONAL,PHASE4,80.0,ESTIMATED,Hospital Italiano de Buenos Aires,OTHER,0,Hypertension|Metabolic Syndrome,DRUG,Atenolol|Bisoprolol,NA,SINGLE_GROUP,NONE,HEALTH_SERVICES_RESEARCH,ALL,21 Years,,False,"Inclusion Criteria:

* Hypertension
* Metabolic syndrome

Exclusion Criteria:

* Severe hypertension \>180/110
* Secondary hypertension
* Contraindication for betablockers
* Prior treatment with betablockers (up to one month before inclusion)
* History of neoplastic disease
* Patients that do not sign informed consent",3,Argentina,"At hemodynamic level, the greater affinity of bisoprolol by the beta 1 receptor in theory could improve the peripheral arterial perfusion and could have a greater antihypertensive effect. At the same time, this could carry objectifiable improvements in the vascular tree, such as the level of arterial stiffness.

This study attempts to mark the hemodynamic differences in the same individual with hypertension and metabolic syndrome who will be exposed to both drugs at different moments. Parameters will be objectified with impedance cardiography, pulse wave velocity and central blood pressure assessment before and after taking each one of the drugs. The results will be compared to the baseline data and between themselves.",central blood pressure,hypertension
NCT02905864,Liraglutide 3 mg for Knee Osteoarthritis,"Effect of Liraglutide on Body Weight and Pain in Overweight or Obese Patients With Knee Osteoarthritis: A Randomised, Double Blind, Placebo-controlled, Parallel Group, Single-centre Trial",COMPLETED,2016-11,INTERVENTIONAL,PHASE4,150.0,ESTIMATED,Henrik Gudbergsen,OTHER,2,Osteoarthritis|Obesity,DRUG,Liraglutide 3 mg (Saxenda)|Liraglutide 3 mg placebo,RANDOMIZED,PARALLEL,QUADRUPLE,TREATMENT,ALL,18 Years,74 Years,False,"Inclusion Criteria:

* Informed consent obtained
* Clinical diagnosis of knee OA (American College of Rheumatology (ACR) criteria) confirmed by radiology but restricted to definite radiographic OA at early to moderate-stages (Kellgren-Lawrence grades 1, 2, or 3)
* Age ≥ 18 years and \< 75 years
* Body mass index (BMI) ≥ 27 kg/m2
* Stable body weight during the previous 3 months (\< 5 kg self-reported weight change)
* Motivated for weight loss

Exclusion Criteria:

* On-going participation, or participation within the last 3 months, in an organised weight loss programme (or within the last 3 months)
* Current or history of treatment with medications that may cause significant weight gain for at least 3 months before this trial
* Current use or use within three months before this trial of GLP-1 receptor agonist, pramlintide, sibutramine, orlistat, zonisamide, topiramate, or phentermine
* Type 1 diabetes
* Type 2 diabetes treated with glucose-lowering drugs other than metformin
* Alloplasty in target knee joint (see section 6.3)
* End stage disease in target knee joint (Kellgren-Lawrence grade 4)
* Immuno-inflammatory disease
* Chronic wide-spread pain
* Pregnancy or insufficient anti-conception therapy for female fertile patients
* Breast-feeding
* Estimated glomerular filtration rate (eGFR) \< 60 ml/min/1.73 m2
* Alanine aminotransferase (ALT) or aspartate aminotransferase (AST) \> 3 x above upper normal range (UNR)
* Surgery scheduled for the trial duration period, except for minor surgical procedures
* Surgical procedures such as arthroscopy or injections into a knee within 3 months prior to enrolment
* Previous surgical treatment for obesity (excluding liposuction \>1 year before trial entry)
* Thyroid stimulating hormone (TSH) outside of the range of 0.4-6.0 mIU/L
* Obesity secondary to endocrinologic or eating disorders or to treatment with medicinal products that may cause weight gain
* Family or personal history of medullary thyroid carcinoma or multiple endocrine neoplasia type 2
* Inflammatory bowel disease
* Congestive heart failure, New York Heart Association (NYHA) class III-IV
* Diabetic gastroparesis
* History of or current diagnosis of pancreatitis (acute and/or chronic) or pancreatic cancer
* History of cancer with the exception of in-situ malignancies of the skin or cervix uteri
* History of major depressive disorder, a PHQ-9 (Patient Health Questionnaire-9) score of more than 15, or a history of other severe psychiatric disorders or diagnosis of an eating disorder
* Subjects with a lifetime history of a suicide attempt or history of any suicidal behaviour within the past month before entry into the trial
* Inability to speak Danish fluently
* A mental state impeding compliance with the program
* Use of opioids or similar strong analgesics
* Allergic reactions to the active ingredients of Saxenda, such as hypotension, palpitations, dyspnoea and oedema",1,Denmark,"A randomised, double blind, placebo-controlled, parallel group, and single-centre trial investigating the effect of liraglutide on body weight and pain in overweight or obese patients with knee osteoarthritis.

Patients will be subjected to a run-in diet intervention phase (week -8 to 0) including a low-calorie diet and dietetic counselling. At week 0 patients will be randomised to receive either liraglutide 3 mg or liraglutide 3 mg placebo as an add-on to dietetic guidance on re-introducing regular foods and a focus on continued motivation to engage in a healthy lifestyle.",Change in body weight|KOOS pain subscale,arthritis
NCT01600976,A Study to Assess Safety and Pharmacokinetics of Telaprevir in Patients With Hepatic Impairment,A Phase I Study to Assess the Safety and Pharmacokinetics of Telaprevir (VX-950) in Subjects With Moderate and Severe Hepatic Impairment,COMPLETED,2012-06,INTERVENTIONAL,PHASE1,24.0,ACTUAL,Janssen Infectious Diseases BVBA,INDUSTRY,0,Hepatic Impairment,DRUG,telaprevir,NON_RANDOMIZED,PARALLEL,NONE,TREATMENT,ALL,18 Years,65 Years,True,"Inclusion Criteria:

For Group 1:

* Moderate liver function impairment (Child Pugh score of 7 to 9)
* History of hepatic disease, such as hepatitis B, previous hepatitis C, alcoholic liver disease, autoimmune hepatitis, non-alcoholic fatty liver disease, hereditary/metabolic, cryptogenic, other
* Consistent with the disease process of hepatic impairment and associated symptoms

For Group 2:

\- Matched to a patient with moderate hepatic impairment with regards to sex, age (± 5 years), and BMI (± 15%) and healthy on the basis of a medical evaluation that reveals the absence of any clinically relevant abnormality

For Group 3:

* Severe liver function impairment (limited to Child Pugh score of 10 to 12)
* Hepatic impairment due to different etiologies such as hepatitis B, previous hepatitis C, alcoholic liver disease, autoimmune hepatitis, non-alcoholic fatty liver disease, hereditary/metabolic, cryptogenic, other
* Consistent with the disease process of hepatic impairment and associated symptoms

Exclusion Criteria:

For Group 1 and 3:

* Has acute infectious hepatitis
* Has grade 3 or 4 encephalopathy
* Has grade 3 or 4 creatinine elevation
* Is an active candidate for liver transplantation
* Has had variceal bleeding or spontaneous bacterial peritonitis

For Group 1 only:

\- Has a porta-caval shunt or transjugular intrahepatic porto-systemic shunts

For Group 2:

Has acute hepatitis A or hepatitis B or hepatitis C infection",2,Czechia|Germany,"The purpose of this study is to determine whether the pharmacokinetic (what the body does to the drug) parameters of telaprevir are altered in patients with moderate hepatic impairment, compared to the pharmacokinetic parameters in patients with normal liver function, and measure the relative unbound plasma concentrations of telaprevir.",Comparing the maximum plasma analyte concentration (Cmax) of telaprevir in patients of Group 2 and Group 1|Comparing the area under the plasma concentration-time curve (AUC8h) of telaprevir in patients of Group 2 and Group 1|Comparing the actual sampling time to reach the maximum plasma analyte concentration (tmax) of telaprevir in patients of Group 2 and Group 1,liver disease
NCT00602797,Vinorelbine Tartrate and Paclitaxel in Treating Older Patients With Advanced Non-Small Cell Lung Cancer,Phase II Study of Weekly Vinorelbine and Paclitaxel in Elderly Patients With Advanced Non-Small Cell Lung Cancer,COMPLETED,2007-12-17,INTERVENTIONAL,PHASE2,20.0,ACTUAL,University of Nebraska,OTHER,1,Recurrent Non-Small Cell Lung Carcinoma|Stage IV Non-Small Cell Lung Cancer,DRUG|OTHER,Paclitaxel|Quality-of-Life Assessment|Questionnaire Administration|Vinorelbine Tartrate,NA,SINGLE_GROUP,NONE,TREATMENT,ALL,70 Years,,False,"Inclusion Criteria:

* Pathologically proven non-small cell lung cancer with evidence of distant metastases/malignant pleural effusion
* Measurable disease on imaging studies in 2 dimensions
* No previous therapy with either paclitaxel or vinorelbine, or any chemotherapy for the past five years
* Patients who have had a previous resection for their lung cancer and present with recurrent disease will be eligible
* Patients with other prior malignancies will be included, provided they have been disease-free for at least five years
* Patients with adequately treated basal cell or squamous cell carcinoma of the skin, adequately treated carcinoma in-situ of the cervix and hormone sensitive prostate cancer will be eligible
* Karnofsky score \>= 70 (Eastern Cooperative Oncology Group \[ECOG\] 0-2)
* White blood cell (WBC) count \>= 3,500/mm\^3, OR
* Absolute neutrophil count (ANC) \>= 1,500/ul
* Platelet count \>= 100,000/mm\^3
* Serum creatinine less than 1.5 times the upper limits of normal
* Serum aspartate aminotransferase (AST) and alanine aminotransferase (ALT) less than 1.5 times the upper limits of normal
* Serum alkaline phosphatase less than 2.5 times the upper limits of normal
* No active serious infections or other condition precluding chemotherapy
* Non-pregnant and non-nursing
* Men and women of reproductive potential may not participate unless they have agreed to use an effective contraceptive method while on the study
* Able to give informed consent
* Able to return for treatment and follow-up as specified in the protocol

Exclusion Criteria:

* Known hypersensitivity to any component of vinorelbine or paclitaxel or other required drugs in the study
* Any comorbidity or condition which, in the opinion of the investigator, may interfere with the assessments and procedures of this protocol
* Inability to fulfill the requirements of the protocol",5,United States,"This phase II trial studies the side effects and how well vinorelbine tartrate and paclitaxel works in treating older patients with non-small cell lung cancer that has spread to other placed in the body. Drugs used in chemotherapy, such as vinorelbine tartrate and paclitaxel, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving combination chemotherapy may kill more tumor cells.",Progression-free Survival.,cancer
NCT00267371,ESCAPE Migraine Trial,Effect of Septal Closure of Atrial PFO on Events of Migraine With Premere: ESCAPE Migraine Trial,TERMINATED,2005-11,INTERVENTIONAL,PHASE3,168.0,ACTUAL,Abbott Medical Devices,INDUSTRY,0,"Migraine Disorders|Heart Septal Defects, Atrial",DEVICE|DRUG,PFO Closure with Premere investigational device.|Medical management/current medications per standard of care by personal physician.,RANDOMIZED,PARALLEL,QUADRUPLE,TREATMENT,ALL,18 Years,70 Years,False,"Major Inclusion Criteria:

* Patient must be between the ages of 18 and 70;
* Patient must have a migraine history and demonstrate a refractoriness to medical treatment;
* Patient must have a Patent Foramen Ovale (PFO);
* Patient must be willing and able to give informed consent and complete required follow-up visits.

Major Exclusion Criteria:

* Patient has any medical condition or receives any medication that would preclude participation in the trial
* Patient is enrolled or intends to participate in another clinical study (of an investigational drug or device, new indication for an approved drug or device, or requirement of additional testing beyond standard clinical practice) during the study or within four weeks prior to his/her enrollment in the study.
* Patient is pregnant, or intends to become pregnant during the trial period",37,United States,"The purpose of this two arm controlled double-blind study is to determine the safety and effectiveness of PFO closure (closing a hole in the wall of the heart) in reducing the frequency of migraine headaches, in patients who experience migraine headaches and have a PFO, compared to medical therapy alone.",Primary Endpoint 1: Effectiveness|The primary effectiveness measure is the decrease in the frequency of migraine headaches.|The primary safety endpoint is the rate of major complications,migraine
